"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormationLite-Networkfree.nlogo"
"robCheckNoID100"
"05/11/2022 04:49:30:209 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","id_threshold","opinions","boundary","conformity-level","record?","updating","set-seed?","polar_repeats","model","max-ticks","Centroids_change","boundary-drawn","polarisation-each-n-steps","mode","d_threshold","record-each-n-steps","ESBG_furthest_out","record-length","centroid_color?","use_identity?","conformity-drawn","N_centroids","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","threshold_drawn","X-opinion","Y-opinion","[step]","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","mean_op3_start","mean_op4_start","sd_op1_start","sd_op2_start","sd_op3_start","sd_op4_start","median_op1_start","median_op2_start","median_op3_start","median_op4_start","lower_op1_start","lower_op2_start","lower_op3_start","lower_op4_start","upper_op1_start","upper_op2_start","upper_op3_start","upper_op4_start","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","mean_op3_final","mean_op4_final","sd_op1_final","sd_op2_final","sd_op3_final","sd_op4_final","median_op1_final","median_op2_final","median_op3_final","median_op4_final","lower_op1_final","lower_op2_final","lower_op3_final","lower_op4_final","upper_op1_final","upper_op2_final","upper_op3_final","upper_op4_final"
"2","51","0.49","1","0.1","0.36","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.282","-0.03395302030267419","0","0","0","0.6032511730945513","0","0","0","-0.06","0","0","0","-0.6369999999999999","0","0","0","0.419031293758986","0","0","0"
"14","51","0.49","1","0.28","0.36","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0","-0.0019679322275944185","0","0","0","0.05937781774130317","0","0","0","-0.007000000000000001","0","0","0","-0.007000000000000002","0","0","0","-0.007","0","0","0"
"15","51","0.49","1","0.28","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.035","-0.481116187358138","0","0","0","0.2454503598554396","0","0","0","-0.5372664231493817","0","0","0","-0.5388060634748637","0","0","0","-0.4997652282781604","0","0","0"
"11","51","0.49","1","0.22","0.54","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.091","-0.029149647921093903","0","0","0","0.34325420522867933","0","0","0","0.06899435218376546","0","0","0","-0.015000000000043368","0","0","0","0.09999993525356773","0","0","0"
"1","51","0.49","1","0.1","0.36","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.315","-0.08258346330214605","0","0","0","0.6578580972956588","0","0","0","0.07993771426444411","0","0","0","-0.9056817383796687","0","0","0","0.14964362779870655","0","0","0"
"8","51","0.49","1","0.22","0.36","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0","-0.020818963060527846","0","0","0","0.08365048799863592","0","0","0","-0.028000000000000004","0","0","0","-0.028000000000000008","0","0","0","-0.028","0","0","0"
"6","51","0.49","1","0.1","0.54","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.306","-0.07468992248062012","0","0","0","0.5257914094256156","0","0","0","0.048999999999999995","0","0","0","-0.6759999999999999","0","0","0","0.34549999999999975","0","0","0"
"10","51","0.49","1","0.22","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0","-0.01874922655774409","0","0","0","0.08386273682095664","0","0","0","-0.026","0","0","0","-0.026000000000000002","0","0","0","-0.026","0","0","0"
"12","51","0.49","1","0.22","0.54","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0","-0.03299999999999994","0","0","0","2.770945871083564E-16","0","0","0","-0.033","0","0","0","-0.03300000000000001","0","0","0","-0.033","0","0","0"
"4","51","0.49","1","0.1","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.283","-0.03241055043766092","0","0","0","0.6061800577994261","0","0","0","-0.061","0","0","0","-0.637","0","0","0","0.42233438110662513","0","0","0"
"5","51","0.49","1","0.1","0.54","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.045","-0.09347838595844406","0","0","0","0.26253549285579053","0","0","0","-0.03762964117114366","0","0","0","-0.039833505359541124","0","0","0","-0.036950180862626414","0","0","0"
"13","51","0.49","1","0.28","0.36","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.022","-0.5321899330048235","0","0","0","0.23171901683306212","0","0","0","-0.5803937563486586","0","0","0","-0.5898795013589798","0","0","0","-0.5613044873203641","0","0","0"
"3","51","0.49","1","0.1","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.33","-0.07329457364341087","0","0","0","0.5781481536323103","0","0","0","-0.095","0","0","0","-0.5865","0","0","0","0.375","0","0","0","0","0.343","-0.2685717715943502","0","0","0","0.6705144207298844","0","0","0","-0.7401969330551552","0","0","0","-0.7434989651448538","0","0","0","0.237","0","0","0"
