"BehaviorSpace results (NetLogo 6.2.2)"
"polarized4D.nlogo"
"regularExperimentPart74"
"03/29/2022 12:00:56:527 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","opinions","boundary","id_threshold","polrzd_opnns","polrzd_dist","polrzd_ratio","conformity-level","tolerance-level","p-speaking-level","mode","p-random","n-neis","max-ticks","record-each-n-steps","polar_repeats","draw_id_threshold","model","Centroids_change","boundary-drawn","tolerance-drawn","p-speaking-drawn","use_opponents_ratio?","polarisation-each-n-steps","d_threshold","ESBG_furthest_out","identity_levels","record-length","centroid_color?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","threshold_drawn","identity_type","X-opinion","Y-opinion","cut-links-randomly?","record?","updating","set-seed?","network-change","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","mean_op3_start","mean_op4_start","sd_op1_start","sd_op2_start","sd_op3_start","sd_op4_start","median_op1_start","median_op2_start","median_op3_start","median_op4_start","lower_op1_start","lower_op2_start","lower_op3_start","lower_op4_start","upper_op1_start","upper_op2_start","upper_op3_start","upper_op4_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","mean_op3_final","mean_op4_final","sd_op1_final","sd_op2_final","sd_op3_final","sd_op4_final","median_op1_final","median_op2_final","median_op3_final","median_op4_final","lower_op1_final","lower_op2_final","lower_op3_final","lower_op4_final","upper_op1_final","upper_op2_final","upper_op3_final","upper_op4_final"
"18","193","4","0.05","0.15","3","1","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","12.000000000000009","0.9045558015862308","0.8120783237083746","1.1875","0.599","0.48","0.007751937984496124","0.007751937984496124","0.007751937984496124","-0.05793798449612405","1.0038684863987397","1.00386848639874","1.0038684863987397","0.5368593384202522","1","1","1","-0.094","-1","-1","-1","-1","1","1","1","1","12","0.869908858124465","0.8522976208034762","1.1875","0.562","0.508","0.007751937984496124","0.007751937984496124","0.007751937984496124","-0.10548335035268618","1.00386848639874","1.0038684863987395","1.00386848639874","0.4893991038910457","1","1","1","-0.10627982705288681","-1","-1","-1","-1","1","1","1","1"
"27","193","4","0.05","0.25","3","1","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","12.000000000000009","0.9045558015862308","0.8120783237083746","1.1875","0.599","0.48","0.007751937984496124","0.007751937984496124","0.007751937984496124","-0.05793798449612405","1.0038684863987397","1.00386848639874","1.0038684863987397","0.5368593384202522","1","1","1","-0.094","-1","-1","-1","-1","1","1","1","1","12","0.869908858124465","0.8522976208034762","1.1875","0.562","0.508","0.007751937984496124","0.007751937984496124","0.007751937984496124","-0.10548335035268618","1.00386848639874","1.0038684863987395","1.00386848639874","0.4893991038910457","1","1","1","-0.10627982705288681","-1","-1","-1","-1","1","1","1","1"
"26","193","4","0.05","0.25","3","0.7","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999996","0.9045558015862306","0.8120783237083744","1.1875","0.419","0.336","0.0054263565891472885","0.005426356589147285","0.0054263565891472885","-0.057937984496124036","0.7027079404791176","0.7027079404791174","0.7027079404791174","0.5368593384202525","0.7","0.7","0.7","-0.094","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7","12.000000000000002","0.8817940858834072","0.8527843805013273","1.1875","0.434","0.343","0.005426356589147278","0.005426356589147285","0.005426356589147278","-0.08118893279460529","0.7027079404791174","0.7027079404791176","0.7027079404791176","0.5088807415224715","0.7","0.7","0.7","-0.0787216911839738","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7"
"11","193","4","0.05","0.15","1","0.7","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999998","0.9045558015862305","0.8120783237083744","1.1875","0.282","0.129","0.005426356589147285","-0.13275193798449614","-0.021806201550387604","-0.057937984496124036","0.7027079404791176","0.5814141976547322","0.5305892225500252","0.5368593384202524","0.7","-0.201","0.026","-0.094","-0.7","-0.677","-0.7","-0.677","0.7","0.3845","0.7","0.3845","12","0.8315963866213795","0.8542287959933792","1.1875","0.278","0.128","0.005426356589147285","-0.1403258159341462","-0.022992983253683104","-0.06242325586046902","0.7027079404791174","0.5811086277712123","0.5367853985309268","0.5410108929471904","0.7","-0.15899999995811662","0.036","-0.079","-0.7","-0.6615779764523562","-0.7","-0.6615779764523562","0.7","0.3895","0.7","0.3895"
"15","193","4","0.05","0.15","2","1","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","12","0.9045558015862308","0.8120783237083746","1.1875","0.439","0.307","0.007751937984496124","0.007751937984496124","-0.02180620155038758","-0.057937984496124036","1.00386848639874","1.0038684863987395","0.5305892225500253","0.5368593384202524","1","1","0.026","-0.094","-1","-1","-1","-1","1","1","1","1","12","0.8386849103398034","0.8534908048538791","1.1875","0.445","0.314","0.007751937984496124","0.007751937984496124","-0.009646992392696077","-0.0724323513678471","1.0038684863987395","1.0038684863987397","0.496868612095662","0.5412209263242505","1","1","0.10376067073687124","-0.09306268617575723","-1","-1","-1","-1","1","1","1","1"
"16","193","4","0.05","0.15","3","0.35","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999998","0.9045558015862305","0.8120783237083744","1.1875","0.211","0.17","0.002713178294573639","0.0027131782945736442","0.002713178294573639","-0.05793798449612405","0.3513539702395587","0.3513539702395587","0.3513539702395587","0.5368593384202525","0.35","0.35","0.35","-0.094","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35","12.023255813953483","0.8456718819325207","0.8650373280458525","1.1878633720930232","0.219","0.182","0.002713178294573639","0.0027131782945736442","0.0027131782945736425","-0.06556575890106592","0.3513539702395588","0.3513539702395588","0.3513539702395588","0.4990025901232517","0.35","0.35","0.35","-0.10382808851131409","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35"
"24","193","4","0.05","0.25","2","1","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999996","0.9045558015862308","0.8120783237083744","1.1875","0.436","0.307","0.007751937984496124","0.007751937984496124","-0.021806201550387594","-0.05793798449612404","1.0038684863987397","1.00386848639874","0.5305892225500254","0.5368593384202525","1","1","0.026","-0.094","-1","-1","-1","-1","1","1","1","1","12.000000000000002","0.8387444164783174","0.8519332657887475","1.1875","0.439","0.314","0.007751937984496124","0.007751937984496124","-0.015390525012342096","-0.06748112049952663","1.0038684863987397","1.0038684863987395","0.5128586991908365","0.5234438850168466","1","1","0.059650249785970354","-0.094","-1","-1","-1","-1","1","1","1","1"
"20","193","4","0.05","0.25","1","0.7","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","12","0.9045558015862305","0.8120783237083743","1.1875","0.278","0.129","0.0054263565891472885","-0.13275193798449614","-0.021806201550387587","-0.05793798449612404","0.7027079404791176","0.5814141976547322","0.5305892225500253","0.5368593384202524","0.7","-0.201","0.026","-0.094","-0.7","-0.677","-0.7","-0.677","0.7","0.3845","0.7","0.3845","12.000000000000004","0.8276201084949555","0.8554174323725737","1.1875","0.295","0.128","0.0054263565891472885","-0.1318208406718255","-0.018315181056837153","-0.05491855663652701","0.7027079404791176","0.5848580072449238","0.5373257274745015","0.5409923139130464","0.7","-0.151","0.005","-0.07783512678569604","-0.7","-0.6435","-0.7","-0.6435","0.7","0.3895","0.7","0.3895"
"22","193","4","0.05","0.25","2","0.35","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999998","0.9045558015862305","0.8120783237083744","1.1875","0.213","0.109","0.0027131782945736442","0.0027131782945736425","-0.02180620155038761","-0.05793798449612402","0.3513539702395587","0.3513539702395588","0.5305892225500253","0.5368593384202524","0.35","0.35","0.026","-0.094","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35","11.999999999999995","0.8354524373943621","0.8733570995872088","1.1875","0.215","0.112","0.0027131782945736425","0.0027131782945736425","-8.730568467466999E-4","-0.08730688856131136","0.3513539702395588","0.3513539702395588","0.5014522732453339","0.5232199041871755","0.35","0.35","0.057499658447943316","-0.08900000000001322","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35"
"2","193","4","0.05","0.05","1","0.7","0.5","0.45","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999998","0.9045558015862305","0.8120783237083744","1.1875","0.282","0.129","0.005426356589147285","-0.13275193798449614","-0.021806201550387604","-0.057937984496124036","0.7027079404791176","0.5814141976547322","0.5305892225500252","0.5368593384202524","0.7","-0.201","0.026","-0.094","-0.7","-0.677","-0.7","-0.677","0.7","0.3845","0.7","0.3845","12","0.8315963866213795","0.8542287959933792","1.1875","0.278","0.128","0.005426356589147285","-0.1403258159341462","-0.022992983253683104","-0.06242325586046902","0.7027079404791174","0.5811086277712123","0.5367853985309268","0.5410108929471904","0.7","-0.15899999995811662","0.036","-0.079","-0.7","-0.6615779764523562","-0.7","-0.6615779764523562","0.7","0.3895","0.7","0.3895"
