"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identity1D.nlogo"
"regularExperimentPart52"
"03/28/2022 08:56:23:905 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","opinions","use_identity?","id_threshold","boundary","max-ticks","record-each-n-steps","conformity-level","n-neis","p-random","mode","tolerance-level","p-speaking-level","network-change","centroid_color?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","threshold_drawn","identity_type","X-opinion","polar_repeats","Y-opinion","draw_id_threshold","model","cut-links-randomly?","record?","Centroids_change","boundary-drawn","tolerance-drawn","p-speaking-drawn","use_opponents_ratio?","polarisation-each-n-steps","d_threshold","ESBG_furthest_out","identity_levels","record-length","updating","set-seed?","N-agents","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","sd_op1_start","median_op1_start","lower_op1_start","upper_op1_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","sd_op1_final","median_op1_final","lower_op1_final","upper_op1_final"
"31","61","1","true","0.61","0.35","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12.007751937984494","0.8296196184553626","0.8404650064047736","1.1876211240310077","0.385","0.389","-0.3077461900721528","0.4185481456080394","0.04518820785558928","-0.7303688429942122","0.0510163496957364"
"32","61","1","true","0.61","0.36","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12.000000000000004","0.8234520122167045","0.8382207072579924","1.1875","0.43","0.435","0.00729943459064441","0.46549299765807756","-0.14399998605425174","-0.4477649285371949","0.46111421451617296"
"30","61","1","true","0.61","0.34","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12","0.8251673226210209","0.8411575688893042","1.1875","0.367","0.376","-0.2711384880246802","0.4003987483551089","-0.13199951956238817","-0.677","0.08310118296564076"
"28","61","1","true","0.61","0.32","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12","0.8254116720843546","0.8460412487302454","1.1875","0.384","0.479","-0.20376301673980265","0.5213481527016437","-0.11197188071312932","-0.7366587933298911","0.27677999400056646"
"23","61","1","true","0.61","0.27","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999996","0.8248046287792881","0.8449226388321639","1.1875","0.383","0.387","0.2839661543732424","0.40203334526892115","-0.06399445032540281","-0.08361326240437628","0.6990058461990475"
"20","61","1","true","0.61","0.24","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999998","0.8276661968455535","0.8560879702452343","1.1875","0.411","0.5","-0.12374854062579548","0.5574925539327852","-0.082","-0.6888071577680599","0.3908707034525122"
"24","61","1","true","0.61","0.28","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999996","0.8267592284936215","0.8516743191990023","1.1875","0.393","0.483","-0.15848822802660822","0.5342851050103459","-0.09","-0.7012268935019548","0.33916276357326414"
"16","61","1","true","0.61","0.2","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999996","0.8282617449595623","0.857716053585894","1.1875","0.402","0.472","-0.17833331601415023","0.5384889430265162","0.154","-0.7280036192416983","0.26432912265199654"
"17","61","1","true","0.61","0.21","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12.000000000000007","0.8263067613005289","0.851680445981632","1.1875","0.405","0.488","-0.1870311926900675","0.5494998775612074","0.154","-0.7605061757762919","0.27880516874440553"
"27","61","1","true","0.61","0.31","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999998","0.8251305219273235","0.8446464101781909","1.1875","0.271","0.34","0.09457199401525448","0.375247968283253","-0.024","-0.257663036376339","0.44639715667347857"
"25","61","1","true","0.61","0.29","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999998","0.8278862516404198","0.8538065506023839","1.1875","0.363","0.445","-0.05407128541629614","0.5055841256743111","-0.16081258029984122","-0.538227301551419","0.4324957566773294"
"29","61","1","true","0.61","0.33","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12.000000000000007","0.824046983294867","0.8407017350563266","1.1875","0.351","0.365","0.03314071572401979","0.38885064233552613","-0.09299994219299114","-0.34036222080532924","0.40153144409353236"
"15","61","1","true","0.61","0.19","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12","0.8298659005267404","0.8638095570922072","1.1875","0.493","0.629","-0.03303684519477257","0.6673468558457687","-0.02987","-0.7153400752398617","0.613994227096978"
"21","61","1","true","0.61","0.25","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999998","0.8266385609539717","0.8517341077483218","1.1875","0.387","0.496","-0.14207224137359373","0.5262639875030047","-0.024","-0.6779999999962112","0.33806182703874765"
"19","61","1","true","0.61","0.23","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12.000000000000002","0.8272731397327326","0.8544775976041056","1.1875","0.38","0.46","-0.1529513879934327","0.5176943926252109","-0.07417449376487278","-0.6847298293987847","0.3009614617316506"
"22","61","1","true","0.61","0.26","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999993","0.828587110853022","0.8581010514330748","1.1875","0.476","0.611","0.01621571837597107","0.6406867431260608","-0.11368726514752049","-0.6067362556449438","0.6549552042156968"
"26","61","1","true","0.61","0.3","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999993","0.8254783661763351","0.8459772765315443","1.1875","0.255","0.302","0.06900164391087417","0.35380749435263986","-0.024","-0.26002983084361275","0.3902546623498605"
"8","61","1","true","0.61","0.12","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999998","0.8286597011745035","0.8642220647556343","1.1875","0.549","0.701","-0.016948914207092984","0.7146487860721169","-0.024","-0.771","0.7248805212131331"
"18","61","1","true","0.61","0.22","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12","0.8289346791342705","0.8598639113201736","1.1875","0.542","0.544","-0.05051771860225543","0.6049124926698481","-0.024","-0.6721817139500519","0.5279928288538248"
"9","61","1","true","0.61","0.13","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999996","0.8282043936208535","0.8617770210670707","1.1875","0.567","0.731","0.009548312966037724","0.7400008739100883","-0.05199999999994173","-0.7639395660860608","0.7832613358090763"
"14","61","1","true","0.61","0.18","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12.000000000000002","0.8287042541795296","0.8581450582105916","1.1875","0.35","0.396","-0.24571440565195568","0.47931009247003575","-0.1296325261363708","-0.7424460971758551","0.13805535796316756"
"11","61","1","true","0.61","0.15","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12","0.8288325195047763","0.8629202946416636","1.1875","0.517","0.657","-0.04774062311252057","0.6849784362562215","-0.024","-0.7529447979920407","0.6642379246200885"
"13","61","1","true","0.61","0.17","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","11.999999999999996","0.8289524968555596","0.8623501187348274","1.1875","0.475","0.608","0.034904446614727046","0.6320697218453751","-0.02987","-0.614212844667837","0.6890940150913167"
"10","61","1","true","0.61","0.14","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12.000000000000007","0.8294235288380916","0.8637414088757116","1.1875","0.502","0.614","-0.08552312312487481","0.6510716521309834","-0.024","-0.7489354545257277","0.5909174677133012"
"12","61","1","true","0.61","0.16","365","365","0.45","52","0.27","openly-listen","0.648","0.5","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","12.000000000000004","0.929134831362418","0.8126031697517235","1.1875","0.398","0.325","0.0010930232558139658","0.5859508224066843","-0.01","-0.4375","0.478","12.000000000000002","0.8290631755046711","0.861986882217929","1.1875","0.461","0.569","-0.019332293400298604","0.6220957364775925","-0.10599956792922986","-0.6729210591716535","0.5803508663148927"
