"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identity.nlogo"
"regularExperimentPart16"
"03/08/2022 01:26:44:388 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","n-neis","use_identity?","tolerance-level","cut-links-randomly?","record?","opinions","updating","set-seed?","boundary","polar_repeats","Y-opinion","draw_id_threshold","model","max-ticks","Centroids_change","boundary-drawn","p-random","tolerance-drawn","p-speaking-drawn","use_opponents_ratio?","polarisation-each-n-steps","mode","d_threshold","record-each-n-steps","ESBG_furthest_out","identity_levels","record-length","id_threshold","network-change","p-speaking-level","centroid_color?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","conformity-level","threshold_drawn","identity_type","X-opinion","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","sd_op1_start","sd_op2_start","median_op1_start","median_op2_start","lower_op1_start","lower_op2_start","upper_op1_start","upper_op2_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","sd_op1_final","sd_op2_final","median_op1_final","median_op2_final","lower_op1_final","lower_op2_final","upper_op1_final","upper_op2_final"
"30","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.34","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.43","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","364","51.85271317829456","0.7814088791839243","0.3111331638736814","1.8101986434108528","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","53.40310077519378","0.605588766351547","0.3381960247651641","1.834423449612403","0","0","0.0710000008794879","-0.10700002759719066","1.0227335674577873E-8","2.9722572412756657E-7","0.071","-0.107","0.07099999999999998","-0.107","0.071","-0.10699999999999998"
"18","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.65","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","364","53.14728682170543","0.8065818109914357","0.37419642720229357","1.8304263565891472","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","53.046511627906966","0.654095341936824","0.3396831015500989","1.8288517441860466","0","0","0.013000002074550092","-0.11500000542635322","2.4356988280866547E-8","6.00564463830384E-8","0.013","-0.115","0.012999999999999998","-0.115","0.013","-0.11499999999999999"
"28","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.34","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.43","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","51.85271317829456","0.7814088791839243","0.3111331638736814","1.8101986434108528","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","53.472868217054256","0.6078423635913427","0.34000305563209987","1.835513565891473","0","0.001","0.10599052079134173","-0.2095324719462957","0.001793887186292669","0.008826383899530613","0.10581441173779546","-0.2079313445374506","0.10527544143919643","-0.20974970507288881","0.10599999689181423","-0.20701190802393316"
"15","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.543","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","364","53.14728682170543","0.8065818109914357","0.37419642720229357","1.8304263565891472","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","53.23255813953487","0.644439356423499","0.34400589509746166","1.8317587209302326","0","0","0.012999997900251263","-0.054000010101956826","3.541127803155569E-8","1.0497645704313509E-7","0.013","-0.054","0.013","-0.054","0.013","-0.05399999999999999"
"11","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.43","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","53.14728682170543","0.8065818109914357","0.37419642720229357","1.8304263565891472","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","54.18604651162791","0.6735110398313197","0.3596702428116722","1.846656976744186","0","0.001","0.07480621943368519","-0.20596502031434064","0.0024743525878888973","0.008045772992486258","0.07424950655806388","-0.20442066673012","0.07399403702680342","-0.2060192281171351","0.07494775495212404","-0.20305601753732255"
"17","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.65","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","53.14728682170543","0.8065818109914357","0.37419642720229357","1.8304263565891472","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","52.83720930232556","0.6825158237673004","0.3296163635292356","1.8255813953488371","0","0.001","0.08750620339199977","-0.10630435692893693","0.001877407707678036","0.011257221622335226","0.087","-0.10469854582464078","0.08699999999912511","-0.10622168087861444","0.08798506462042407","-0.103855221335322"
"16","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.65","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","53.14728682170543","0.8065818109914357","0.37419642720229357","1.8304263565891472","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","53.248062015503876","0.6397189514636197","0.3357754148361434","1.832000968992248","0","0.001","0.0978406086772893","-0.07362668855704373","0.002009689799031659","0.01270877660818837","0.09779431323215096","-0.07177780846910956","0.09699999999999784","-0.07428016636508786","0.09799999999774903","-0.07074321833680984"
"13","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.543","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","53.14728682170543","0.8065818109914357","0.37419642720229357","1.8304263565891472","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","52.992248062015534","0.6190128005137512","0.3340869282849637","1.8280038759689923","0","0.001","0.09253197816144511","-0.04882975916212423","0.002232136894779954","0.01441341698057694","0.092","-0.046537235956797166","0.0919999958718109","-0.048476771578331995","0.09292854977923366","-0.045687359245141834"
"31","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.34","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.543","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","51.85271317829456","0.7814088791839243","0.3111331638736814","1.8101986434108528","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","52.775193798449614","0.6855040907148292","0.31097126739203373","1.824612403100775","0","0.001","0.11359582194992511","-0.05690049790987896","0.001326383845554122","0.014586559132596478","0.11337424312405754","-0.05454752827293049","0.113","-0.05612116415291712","0.11400000000000002","-0.05380512767601025"
"10","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.43","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","53.14728682170543","0.8065818109914357","0.37419642720229357","1.8304263565891472","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","54.06976744186045","0.585623714251464","0.36171328639266004","1.8448401162790697","0","0.002","0.08589313976706647","-0.18950965176862297","0.0031431089318715174","0.01096901108071219","0.08499999708701518","-0.18712538831154643","0.08488704057395248","-0.18975006473843825","0.08596628199802007","-0.18584010626683195"
"29","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.34","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.43","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","51.85271317829456","0.7814088791839243","0.3111331638736814","1.8101986434108528","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","52.511627906976734","0.6907237205320828","0.3136225675434678","1.8204941860465116","0","0.001","0.09235166264490523","-0.2343794977478947","0.0017911701886854307","0.006624399285856084","0.09199968701129063","-0.23332418966873472","0.09190334943134432","-0.23471527597537228","0.09232144430345765","-0.23257076580858144"
"32","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.34","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.543","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","51.85271317829456","0.7814088791839243","0.3111331638736814","1.8101986434108528","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","52.821705426356566","0.705823180457553","0.31862491505299134","1.8253391472868217","0","0.001","0.1261250415713509","-0.08079420630883694","6.716409109394722E-4","0.010820559469020509","0.126","-0.07893800990590401","0.12599999999999997","-0.08098521224004705","0.12600000000012718","-0.07812930295829851"
"14","1","13","false","0.648","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","vaguely-speak","0.8","365","5","2","40","0.49","link","0.543","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","53.14728682170543","0.8065818109914357","0.37419642720229357","1.8304263565891472","0.361","0.155","0.090108527131783","-0.05872868217054264","0.5861707467793363","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","52.71317829457364","0.6823688760895344","0.3218769830188546","1.823643410852713","0","0.001","0.12208735876572963","-0.07094662472515137","7.22261627742732E-4","0.009957884495880682","0.122","-0.06991460838489813","0.12199999999999997","-0.0705208508542837","0.12200000000381703","-0.06912596604590485"
